avg_pitch,avg_duration,avg_velocity,total_notes,pitch_variance,velocity_variance,pitch_range,note_density,tempo,rhythm_std,melodic_complexity,emotion,feature_vector,composer,title,midi_path
74.07,0.16,69.2,3209,205.99,223.17,69,11.69,204.26,0.27,11.19,Happy,"{'avg_pitch': np.float64(74.07), 'avg_duration': np.float64(0.16), 'avg_velocity': np.float64(69.2), 'pitch_variance': np.float64(205.99), 'velocity_variance': np.float64(223.17), 'pitch_range': np.int64(69), 'note_density': np.float64(11.69), 'tempo': np.float64(204.26), 'rhythm_std': np.float64(0.27), 'melodic_complexity': np.float64(11.19), 'total_notes': 3209}",Franz Liszt,"Concert Etude No. 2, “La leggierezza"", S. 144",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--5.midi
65.57,0.17,56.56,2809,208.15,252.53,79,7.93,216.05,0.5,10.1,Calm,"{'avg_pitch': np.float64(65.57), 'avg_duration': np.float64(0.17), 'avg_velocity': np.float64(56.56), 'pitch_variance': np.float64(208.15), 'velocity_variance': np.float64(252.53), 'pitch_range': np.int64(79), 'note_density': np.float64(7.93), 'tempo': np.float64(216.05), 'rhythm_std': np.float64(0.5), 'melodic_complexity': np.float64(10.1), 'total_notes': 2809}",Franz Liszt,"Concert Etude No. 3 in D-flat Major, ""Un Sospiro"", S. 144/3",2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_03_Track03_wav.midi
65.57,0.22,59.21,2808,207.85,258.61,79,7.44,213.91,0.66,10.19,Calm,"{'avg_pitch': np.float64(65.57), 'avg_duration': np.float64(0.22), 'avg_velocity': np.float64(59.21), 'pitch_variance': np.float64(207.85), 'velocity_variance': np.float64(258.61), 'pitch_range': np.int64(79), 'note_density': np.float64(7.44), 'tempo': np.float64(213.91), 'rhythm_std': np.float64(0.66), 'melodic_complexity': np.float64(10.19), 'total_notes': 2808}",Franz Liszt,"Concert Etude No. 3 in D-flat Major, ""Un Sospiro"", S. 144/3",2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_10_Track10_wav.midi
64.6,0.15,69.78,12748,305.7,489.89,83,12.68,207.5,0.39,13.2,Calm,"{'avg_pitch': np.float64(64.6), 'avg_duration': np.float64(0.15), 'avg_velocity': np.float64(69.78), 'pitch_variance': np.float64(305.7), 'velocity_variance': np.float64(489.89), 'pitch_range': np.int64(83), 'note_density': np.float64(12.68), 'tempo': np.float64(207.5), 'rhythm_std': np.float64(0.39), 'melodic_complexity': np.float64(13.2), 'total_notes': 12748}",Franz Liszt,Dante Sonata,2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_17_Track17_wav.midi
64.47,0.14,69.33,12609,317.17,464.12,83,12.53,208.24,0.34,13.12,Calm,"{'avg_pitch': np.float64(64.47), 'avg_duration': np.float64(0.14), 'avg_velocity': np.float64(69.33), 'pitch_variance': np.float64(317.17), 'velocity_variance': np.float64(464.12), 'pitch_range': np.int64(83), 'note_density': np.float64(12.53), 'tempo': np.float64(208.24), 'rhythm_std': np.float64(0.34), 'melodic_complexity': np.float64(13.12), 'total_notes': 12609}",Franz Liszt,Dante Sonata,2006/MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_02_Track02_wav.midi
64.49,0.13,72.21,12401,305.45,387.54,83,13.58,208.14,0.33,13.25,Calm,"{'avg_pitch': np.float64(64.49), 'avg_duration': np.float64(0.13), 'avg_velocity': np.float64(72.21), 'pitch_variance': np.float64(305.45), 'velocity_variance': np.float64(387.54), 'pitch_range': np.int64(83), 'note_density': np.float64(13.58), 'tempo': np.float64(208.14), 'rhythm_std': np.float64(0.33), 'melodic_complexity': np.float64(13.25), 'total_notes': 12401}",Franz Liszt,Dante Sonata,2006/MIDI-Unprocessed_10_R1_2006_01-04_ORIG_MID--AUDIO_10_R1_2006_05_Track05_wav.midi
64.1,0.14,68.15,12418,310.89,434.67,83,13.78,219.01,0.36,13.59,Calm,"{'avg_pitch': np.float64(64.1), 'avg_duration': np.float64(0.14), 'avg_velocity': np.float64(68.15), 'pitch_variance': np.float64(310.89), 'velocity_variance': np.float64(434.67), 'pitch_range': np.int64(83), 'note_density': np.float64(13.78), 'tempo': np.float64(219.01), 'rhythm_std': np.float64(0.36), 'melodic_complexity': np.float64(13.59), 'total_notes': 12418}",Franz Liszt,Dante Sonata,2009/MIDI-Unprocessed_05_R1_2009_01-02_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_02_WAV.midi
64.71,0.13,64.77,12781,310.89,491.04,83,12.97,212.93,0.4,13.53,Calm,"{'avg_pitch': np.float64(64.71), 'avg_duration': np.float64(0.13), 'avg_velocity': np.float64(64.77), 'pitch_variance': np.float64(310.89), 'velocity_variance': np.float64(491.04), 'pitch_range': np.int64(83), 'note_density': np.float64(12.97), 'tempo': np.float64(212.93), 'rhythm_std': np.float64(0.4), 'melodic_complexity': np.float64(13.53), 'total_notes': 12781}",Franz Liszt,Dante Sonata,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_09_WAV.midi
55.56,0.27,68.72,4923,293.33,417.34,77,7.06,147.82,0.5,13.62,Calm,"{'avg_pitch': np.float64(55.56), 'avg_duration': np.float64(0.27), 'avg_velocity': np.float64(68.72), 'pitch_variance': np.float64(293.33), 'velocity_variance': np.float64(417.34), 'pitch_range': np.int64(77), 'note_density': np.float64(7.06), 'tempo': np.float64(147.82), 'rhythm_std': np.float64(0.5), 'melodic_complexity': np.float64(13.62), 'total_notes': 4923}",Franz Liszt,Funerailles,2006/MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_01_Track01_wav.midi
54.59,0.25,68.64,4905,305.15,462.26,77,7.79,195.27,0.49,14.19,Calm,"{'avg_pitch': np.float64(54.59), 'avg_duration': np.float64(0.25), 'avg_velocity': np.float64(68.64), 'pitch_variance': np.float64(305.15), 'velocity_variance': np.float64(462.26), 'pitch_range': np.int64(77), 'note_density': np.float64(7.79), 'tempo': np.float64(195.27), 'rhythm_std': np.float64(0.49), 'melodic_complexity': np.float64(14.19), 'total_notes': 4905}",Franz Liszt,Funerailles,2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--4.midi
68.65,0.11,63.65,18867,243.48,305.37,78,11.71,210.13,0.21,10.98,Calm,"{'avg_pitch': np.float64(68.65), 'avg_duration': np.float64(0.11), 'avg_velocity': np.float64(63.65), 'pitch_variance': np.float64(243.48), 'velocity_variance': np.float64(305.37), 'pitch_range': np.int64(78), 'note_density': np.float64(11.71), 'tempo': np.float64(210.13), 'rhythm_std': np.float64(0.21), 'melodic_complexity': np.float64(10.98), 'total_notes': 18867}",Franz Liszt,"Grandes Etudes de Paganini, S. 141",2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--3.midi
77.37,0.06,69.68,4011,249.44,345.28,75,15.26,213.53,0.1,12.82,Happy,"{'avg_pitch': np.float64(77.37), 'avg_duration': np.float64(0.06), 'avg_velocity': np.float64(69.68), 'pitch_variance': np.float64(249.44), 'velocity_variance': np.float64(345.28), 'pitch_range': np.int64(75), 'note_density': np.float64(15.26), 'tempo': np.float64(213.53), 'rhythm_std': np.float64(0.1), 'melodic_complexity': np.float64(12.82), 'total_notes': 4011}",Franz Liszt,"Grandes ètudes de Paganini No. 3 ""La Campanella"", S. 141",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--5.midi
76.82,0.07,70.48,4139,256.07,260.24,76,14.84,210.75,0.1,12.84,Happy,"{'avg_pitch': np.float64(76.82), 'avg_duration': np.float64(0.07), 'avg_velocity': np.float64(70.48), 'pitch_variance': np.float64(256.07), 'velocity_variance': np.float64(260.24), 'pitch_range': np.int64(76), 'note_density': np.float64(14.84), 'tempo': np.float64(210.75), 'rhythm_std': np.float64(0.1), 'melodic_complexity': np.float64(12.84), 'total_notes': 4139}",Franz Liszt,"Grandes ètudes de Paganini No. 3 ""La Campanella"", S. 141",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--6.midi
76.72,0.06,72.11,4328,265.85,297.63,74,16.47,215.88,0.07,12.52,Happy,"{'avg_pitch': np.float64(76.72), 'avg_duration': np.float64(0.06), 'avg_velocity': np.float64(72.11), 'pitch_variance': np.float64(265.85), 'velocity_variance': np.float64(297.63), 'pitch_range': np.int64(74), 'note_density': np.float64(16.47), 'tempo': np.float64(215.88), 'rhythm_std': np.float64(0.07), 'melodic_complexity': np.float64(12.52), 'total_notes': 4328}",Franz Liszt,"Grandes ètudes de Paganini No. 3 La Campanella, S. 141",2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--5.midi
77.01,0.06,65.83,4085,255.95,353.05,75,14.48,207.16,0.09,12.8,Happy,"{'avg_pitch': np.float64(77.01), 'avg_duration': np.float64(0.06), 'avg_velocity': np.float64(65.83), 'pitch_variance': np.float64(255.95), 'velocity_variance': np.float64(353.05), 'pitch_range': np.int64(75), 'note_density': np.float64(14.48), 'tempo': np.float64(207.16), 'rhythm_std': np.float64(0.09), 'melodic_complexity': np.float64(12.8), 'total_notes': 4085}",Franz Liszt,"Grandes études de Paganini, No. 3 ""La campanella"", S.141/3",2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--3.midi
76.82,0.05,71.73,4187,263.81,308.38,75,15.81,216.05,0.08,12.75,Happy,"{'avg_pitch': np.float64(76.82), 'avg_duration': np.float64(0.05), 'avg_velocity': np.float64(71.73), 'pitch_variance': np.float64(263.81), 'velocity_variance': np.float64(308.38), 'pitch_range': np.int64(75), 'note_density': np.float64(15.81), 'tempo': np.float64(216.05), 'rhythm_std': np.float64(0.08), 'melodic_complexity': np.float64(12.75), 'total_notes': 4187}",Franz Liszt,"Grandes études de Paganini, No. 3 ""La campanella"", S.141/3",2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--3.midi
77.04,0.06,70.68,4154,248.66,258.38,78,14.55,190.77,0.06,12.56,Happy,"{'avg_pitch': np.float64(77.04), 'avg_duration': np.float64(0.06), 'avg_velocity': np.float64(70.68), 'pitch_variance': np.float64(248.66), 'velocity_variance': np.float64(258.38), 'pitch_range': np.int64(78), 'note_density': np.float64(14.55), 'tempo': np.float64(190.77), 'rhythm_std': np.float64(0.06), 'melodic_complexity': np.float64(12.56), 'total_notes': 4154}",Franz Liszt,"Grandes études de Paganini, No. 3 ""La campanella"", S.141/3",2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--4.midi
69.11,0.12,68.59,7539,327.74,276.84,80,12.36,220.36,0.21,13.49,Happy,"{'avg_pitch': np.float64(69.11), 'avg_duration': np.float64(0.12), 'avg_velocity': np.float64(68.59), 'pitch_variance': np.float64(327.74), 'velocity_variance': np.float64(276.84), 'pitch_range': np.int64(80), 'note_density': np.float64(12.36), 'tempo': np.float64(220.36), 'rhythm_std': np.float64(0.21), 'melodic_complexity': np.float64(13.49), 'total_notes': 7539}",Franz Liszt,Hungarian Rhapsody,2009/MIDI-Unprocessed_12_R1_2009_03-05_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_05_WAV.midi
72.98,0.09,69.75,4412,246.18,295.06,76,13.15,204.68,0.17,12.38,Happy,"{'avg_pitch': np.float64(72.98), 'avg_duration': np.float64(0.09), 'avg_velocity': np.float64(69.75), 'pitch_variance': np.float64(246.18), 'velocity_variance': np.float64(295.06), 'pitch_range': np.int64(76), 'note_density': np.float64(13.15), 'tempo': np.float64(204.68), 'rhythm_std': np.float64(0.17), 'melodic_complexity': np.float64(12.38), 'total_notes': 4412}",Franz Liszt,"Hungarian Rhapsody No. 10 in E-flat Major, S. 244/10",2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--5.midi
73.31,0.12,70.01,4498,252.6,335.21,79,13.44,216.85,0.24,12.33,Happy,"{'avg_pitch': np.float64(73.31), 'avg_duration': np.float64(0.12), 'avg_velocity': np.float64(70.01), 'pitch_variance': np.float64(252.6), 'velocity_variance': np.float64(335.21), 'pitch_range': np.int64(79), 'note_density': np.float64(13.44), 'tempo': np.float64(216.85), 'rhythm_std': np.float64(0.24), 'melodic_complexity': np.float64(12.33), 'total_notes': 4498}",Franz Liszt,"Hungarian Rhapsody No. 10, S. 244/10",2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_04_Track04_wav.midi
68.62,0.13,68.14,7250,316.42,351.2,80,12.8,208.89,0.27,13.66,Happy,"{'avg_pitch': np.float64(68.62), 'avg_duration': np.float64(0.13), 'avg_velocity': np.float64(68.14), 'pitch_variance': np.float64(316.42), 'velocity_variance': np.float64(351.2), 'pitch_range': np.int64(80), 'note_density': np.float64(12.8), 'tempo': np.float64(208.89), 'rhythm_std': np.float64(0.27), 'melodic_complexity': np.float64(13.66), 'total_notes': 7250}",Franz Liszt,"Hungarian Rhapsody No. 12, S. 244/12",2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_19_Track19_wav.midi
68.71,0.14,71.19,6171,277.86,379.34,87,14.63,218.46,0.3,12.18,Happy,"{'avg_pitch': np.float64(68.71), 'avg_duration': np.float64(0.14), 'avg_velocity': np.float64(71.19), 'pitch_variance': np.float64(277.86), 'velocity_variance': np.float64(379.34), 'pitch_range': np.int64(87), 'note_density': np.float64(14.63), 'tempo': np.float64(218.46), 'rhythm_std': np.float64(0.3), 'melodic_complexity': np.float64(12.18), 'total_notes': 6171}",Franz Liszt,Hungarian Rhapsody No. 13 (arr. Volodos),2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_14_R2_2013_wav--4.midi
68.91,0.19,68.64,5100,224.24,335.81,76,10.05,205.56,0.36,12.71,Happy,"{'avg_pitch': np.float64(68.91), 'avg_duration': np.float64(0.19), 'avg_velocity': np.float64(68.64), 'pitch_variance': np.float64(224.24), 'velocity_variance': np.float64(335.81), 'pitch_range': np.int64(76), 'note_density': np.float64(10.05), 'tempo': np.float64(205.56), 'rhythm_std': np.float64(0.36), 'melodic_complexity': np.float64(12.71), 'total_notes': 5100}",Franz Liszt,"Hungarian Rhapsody No. 13, S. 244/13",2011/MIDI-Unprocessed_10_R1_2011_MID--AUDIO_R1-D4_05_Track05_wav.midi
67.28,0.07,73.57,5914,328.22,351.54,79,18.84,210.34,0.11,14.09,Happy,"{'avg_pitch': np.float64(67.28), 'avg_duration': np.float64(0.07), 'avg_velocity': np.float64(73.57), 'pitch_variance': np.float64(328.22), 'velocity_variance': np.float64(351.54), 'pitch_range': np.int64(79), 'note_density': np.float64(18.84), 'tempo': np.float64(210.34), 'rhythm_std': np.float64(0.11), 'melodic_complexity': np.float64(14.09), 'total_notes': 5914}",Franz Liszt,Hungarian Rhapsody No. 15 in A Minor,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--5.midi
70.29,0.13,71.47,6830,265.23,347.77,82,12.65,201.6,0.39,14.19,Happy,"{'avg_pitch': np.float64(70.29), 'avg_duration': np.float64(0.13), 'avg_velocity': np.float64(71.47), 'pitch_variance': np.float64(265.23), 'velocity_variance': np.float64(347.77), 'pitch_range': np.int64(82), 'note_density': np.float64(12.65), 'tempo': np.float64(201.6), 'rhythm_std': np.float64(0.39), 'melodic_complexity': np.float64(14.19), 'total_notes': 6830}",Franz Liszt,"Hungarian Rhapsody No. 2 in C-sharp Minor, S. 244/2",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--4.midi
68.05,0.14,76.1,5250,252.69,285.87,81,11.88,235.74,0.38,14.2,Happy,"{'avg_pitch': np.float64(68.05), 'avg_duration': np.float64(0.14), 'avg_velocity': np.float64(76.1), 'pitch_variance': np.float64(252.69), 'velocity_variance': np.float64(285.87), 'pitch_range': np.int64(81), 'note_density': np.float64(11.88), 'tempo': np.float64(235.74), 'rhythm_std': np.float64(0.38), 'melodic_complexity': np.float64(14.2), 'total_notes': 5250}",Franz Liszt,"Hungarian Rhapsody No. 6, S.244/6",2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--4.midi
68.43,0.12,73.03,5337,258.12,397.01,78,13.76,224.03,0.25,14.48,Happy,"{'avg_pitch': np.float64(68.43), 'avg_duration': np.float64(0.12), 'avg_velocity': np.float64(73.03), 'pitch_variance': np.float64(258.12), 'velocity_variance': np.float64(397.01), 'pitch_range': np.int64(78), 'note_density': np.float64(13.76), 'tempo': np.float64(224.03), 'rhythm_std': np.float64(0.25), 'melodic_complexity': np.float64(14.48), 'total_notes': 5337}",Franz Liszt,"Hungarian Rhapsody No. 6, S.244/6",2017/MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--4.midi
68.08,0.09,70.49,8649,282.24,333.66,79,13.63,214.65,0.24,13.66,Happy,"{'avg_pitch': np.float64(68.08), 'avg_duration': np.float64(0.09), 'avg_velocity': np.float64(70.49), 'pitch_variance': np.float64(282.24), 'velocity_variance': np.float64(333.66), 'pitch_range': np.int64(79), 'note_density': np.float64(13.63), 'tempo': np.float64(214.65), 'rhythm_std': np.float64(0.24), 'melodic_complexity': np.float64(13.66), 'total_notes': 8649}",Franz Liszt,Hungarian Rhapsody No. 9,2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--4.midi
67.46,0.09,77.34,8775,287.73,353.54,79,13.56,212.78,0.16,13.49,Happy,"{'avg_pitch': np.float64(67.46), 'avg_duration': np.float64(0.09), 'avg_velocity': np.float64(77.34), 'pitch_variance': np.float64(287.73), 'velocity_variance': np.float64(353.54), 'pitch_range': np.int64(79), 'note_density': np.float64(13.56), 'tempo': np.float64(212.78), 'rhythm_std': np.float64(0.16), 'melodic_complexity': np.float64(13.49), 'total_notes': 8775}",Franz Liszt,"Hungarian Rhapsody No. 9 in E-flat Major, S. 244",2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--4.midi
68.21,0.15,68.75,7567,322.54,405.66,80,13.29,209.63,0.26,13.19,Happy,"{'avg_pitch': np.float64(68.21), 'avg_duration': np.float64(0.15), 'avg_velocity': np.float64(68.75), 'pitch_variance': np.float64(322.54), 'velocity_variance': np.float64(405.66), 'pitch_range': np.int64(80), 'note_density': np.float64(13.29), 'tempo': np.float64(209.63), 'rhythm_std': np.float64(0.26), 'melodic_complexity': np.float64(13.19), 'total_notes': 7567}",Franz Liszt,"Hungarian Rhapsody, No. 12",2004/MIDI-Unprocessed_XP_11_R1_2004_03-04_ORIG_MID--AUDIO_11_R1_2004_04_Track04_wav.midi
67.45,0.12,67.89,9728,283.45,371.24,86,14.5,213.13,0.38,13.08,Happy,"{'avg_pitch': np.float64(67.45), 'avg_duration': np.float64(0.12), 'avg_velocity': np.float64(67.89), 'pitch_variance': np.float64(283.45), 'velocity_variance': np.float64(371.24), 'pitch_range': np.int64(86), 'note_density': np.float64(14.5), 'tempo': np.float64(213.13), 'rhythm_std': np.float64(0.38), 'melodic_complexity': np.float64(13.08), 'total_notes': 9728}",Franz Liszt,Mephisto Waltz,2006/MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_03_Track03_wav.midi
67.86,0.1,66.84,10034,283.84,373.98,79,16.14,215.21,0.38,12.92,Happy,"{'avg_pitch': np.float64(67.86), 'avg_duration': np.float64(0.1), 'avg_velocity': np.float64(66.84), 'pitch_variance': np.float64(283.84), 'velocity_variance': np.float64(373.98), 'pitch_range': np.int64(79), 'note_density': np.float64(16.14), 'tempo': np.float64(215.21), 'rhythm_std': np.float64(0.38), 'melodic_complexity': np.float64(12.92), 'total_notes': 10034}",Franz Liszt,Mephisto Waltz No. 1,2004/MIDI-Unprocessed_SMF_05_R1_2004_02-03_ORIG_MID--AUDIO_05_R1_2004_06_Track06_wav.midi
67.68,0.11,65.69,9939,279.12,383.84,79,14.5,211.65,0.36,13.08,Happy,"{'avg_pitch': np.float64(67.68), 'avg_duration': np.float64(0.11), 'avg_velocity': np.float64(65.69), 'pitch_variance': np.float64(279.12), 'velocity_variance': np.float64(383.84), 'pitch_range': np.int64(79), 'note_density': np.float64(14.5), 'tempo': np.float64(211.65), 'rhythm_std': np.float64(0.36), 'melodic_complexity': np.float64(13.08), 'total_notes': 9939}",Franz Liszt,Mephisto Waltz No. 1,2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_10_Track10_wav.midi
67.33,0.08,68.87,10351,284.54,407.3,84,16.13,213.52,0.28,13.03,Happy,"{'avg_pitch': np.float64(67.33), 'avg_duration': np.float64(0.08), 'avg_velocity': np.float64(68.87), 'pitch_variance': np.float64(284.54), 'velocity_variance': np.float64(407.3), 'pitch_range': np.int64(84), 'note_density': np.float64(16.13), 'tempo': np.float64(213.52), 'rhythm_std': np.float64(0.28), 'melodic_complexity': np.float64(13.03), 'total_notes': 10351}",Franz Liszt,Mephisto Waltz No. 1,2009/MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_03_WAV.midi
67.72,0.09,70.55,9869,298.83,450.66,83,14.9,217.03,0.2,13.01,Happy,"{'avg_pitch': np.float64(67.72), 'avg_duration': np.float64(0.09), 'avg_velocity': np.float64(70.55), 'pitch_variance': np.float64(298.83), 'velocity_variance': np.float64(450.66), 'pitch_range': np.int64(83), 'note_density': np.float64(14.9), 'tempo': np.float64(217.03), 'rhythm_std': np.float64(0.2), 'melodic_complexity': np.float64(13.01), 'total_notes': 9869}",Franz Liszt,Mephisto Waltz No. 1,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--3.midi
67.62,0.12,67.96,9992,283.52,435.51,79,14.76,213.66,0.38,13.21,Happy,"{'avg_pitch': np.float64(67.62), 'avg_duration': np.float64(0.12), 'avg_velocity': np.float64(67.96), 'pitch_variance': np.float64(283.52), 'velocity_variance': np.float64(435.51), 'pitch_range': np.int64(79), 'note_density': np.float64(14.76), 'tempo': np.float64(213.66), 'rhythm_std': np.float64(0.38), 'melodic_complexity': np.float64(13.21), 'total_notes': 9992}",Franz Liszt,"Mephisto Waltz No. 1, S.514",2014/MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_04_R3_2014_wav--2.midi
67.49,0.1,70.98,10366,286.03,394.54,86,15.15,213.7,0.26,12.56,Happy,"{'avg_pitch': np.float64(67.49), 'avg_duration': np.float64(0.1), 'avg_velocity': np.float64(70.98), 'pitch_variance': np.float64(286.03), 'velocity_variance': np.float64(394.54), 'pitch_range': np.int64(86), 'note_density': np.float64(15.15), 'tempo': np.float64(213.7), 'rhythm_std': np.float64(0.26), 'melodic_complexity': np.float64(12.56), 'total_notes': 10366}",Franz Liszt,"Mephisto Waltz No. 1, S.514",2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--4.midi
67.6,0.09,72.6,10284,279.78,355.3,85,16.13,208.98,0.24,12.94,Happy,"{'avg_pitch': np.float64(67.6), 'avg_duration': np.float64(0.09), 'avg_velocity': np.float64(72.6), 'pitch_variance': np.float64(279.78), 'velocity_variance': np.float64(355.3), 'pitch_range': np.int64(85), 'note_density': np.float64(16.13), 'tempo': np.float64(208.98), 'rhythm_std': np.float64(0.24), 'melodic_complexity': np.float64(12.94), 'total_notes': 10284}",Franz Liszt,Mephisto-Waltz No. 1,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--3.midi
77.2,0.06,69.44,4097,249.7,330.79,74,16.05,217.33,0.12,13.11,Happy,"{'avg_pitch': np.float64(77.2), 'avg_duration': np.float64(0.06), 'avg_velocity': np.float64(69.44), 'pitch_variance': np.float64(249.7), 'velocity_variance': np.float64(330.79), 'pitch_range': np.int64(74), 'note_density': np.float64(16.05), 'tempo': np.float64(217.33), 'rhythm_std': np.float64(0.12), 'melodic_complexity': np.float64(13.11), 'total_notes': 4097}",Franz Liszt,"Paganini Etude No. 3, S. 141/3 ""La Campanella""",2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--5.midi
77.04,0.06,68.2,4231,260.15,289.49,75,15.34,212.4,0.08,12.71,Happy,"{'avg_pitch': np.float64(77.04), 'avg_duration': np.float64(0.06), 'avg_velocity': np.float64(68.2), 'pitch_variance': np.float64(260.15), 'velocity_variance': np.float64(289.49), 'pitch_range': np.int64(75), 'note_density': np.float64(15.34), 'tempo': np.float64(212.4), 'rhythm_std': np.float64(0.08), 'melodic_complexity': np.float64(12.71), 'total_notes': 4231}",Franz Liszt,"Paganini Etude No. 3, S. 141/3 ""La Campanella""",2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--2.midi
71.74,0.13,67.1,5204,280.04,400.19,79,12.34,208.9,0.3,12.9,Happy,"{'avg_pitch': np.float64(71.74), 'avg_duration': np.float64(0.13), 'avg_velocity': np.float64(67.1), 'pitch_variance': np.float64(280.04), 'velocity_variance': np.float64(400.19), 'pitch_range': np.int64(79), 'note_density': np.float64(12.34), 'tempo': np.float64(208.9), 'rhythm_std': np.float64(0.3), 'melodic_complexity': np.float64(12.9), 'total_notes': 5204}",Franz Liszt,"Paraphrase de concert sur Rigoletto, S.434",2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--4.midi
68.03,0.09,68.7,7062,246.6,228.96,76,15.07,198.11,0.16,11.93,Happy,"{'avg_pitch': np.float64(68.03), 'avg_duration': np.float64(0.09), 'avg_velocity': np.float64(68.7), 'pitch_variance': np.float64(246.6), 'velocity_variance': np.float64(228.96), 'pitch_range': np.int64(76), 'note_density': np.float64(15.07), 'tempo': np.float64(198.11), 'rhythm_std': np.float64(0.16), 'melodic_complexity': np.float64(11.93), 'total_notes': 7062}",Franz Liszt,Polonaise in E Major,2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--4.midi
65.65,0.09,69.22,16966,276.16,443.51,85,17.04,209.8,0.18,13.25,Calm,"{'avg_pitch': np.float64(65.65), 'avg_duration': np.float64(0.09), 'avg_velocity': np.float64(69.22), 'pitch_variance': np.float64(276.16), 'velocity_variance': np.float64(443.51), 'pitch_range': np.int64(85), 'note_density': np.float64(17.04), 'tempo': np.float64(209.8), 'rhythm_std': np.float64(0.18), 'melodic_complexity': np.float64(13.25), 'total_notes': 16966}",Franz Liszt,Rem. of Don Juan,2006/MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_04_Track04_wav.midi
70.32,0.11,69.29,11818,262.51,313.87,81,14.83,199.05,0.22,11.8,Happy,"{'avg_pitch': np.float64(70.32), 'avg_duration': np.float64(0.11), 'avg_velocity': np.float64(69.29), 'pitch_variance': np.float64(262.51), 'velocity_variance': np.float64(313.87), 'pitch_range': np.int64(81), 'note_density': np.float64(14.83), 'tempo': np.float64(199.05), 'rhythm_std': np.float64(0.22), 'melodic_complexity': np.float64(11.8), 'total_notes': 11818}",Franz Liszt,Rhapsodie Espagnole,2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--4.midi
